SP_ENTITY_NAME,SP_ENTITY_ID,SP_CIQ_ID,IQ_TOTAL_REV_Y,IQ_TOTAL_REV_Q,IQ_TOTAL_REV_FY2025,IQ_TOTAL_REV_FQ12026,IQ_TOTAL_REV_FQ42025,IQ_TOTAL_REV_FQ32025,IQ_TOTAL_ASSETS_Y,IQ_TOTAL_ASSETS_Q,IQ_TOTAL_ASSETS_FY2025,IQ_TOTAL_ASSETS_FQ12026,IQ_TOTAL_ASSETS_FQ42025,IQ_TOTAL_ASSETS_FQ32025,IQ_TOTAL_LIAB_Y,IQ_TOTAL_LIAB_Q,IQ_TOTAL_LIAB_FY2025,IQ_TOTAL_LIAB_FQ12026,IQ_TOTAL_LIAB_FQ42025,IQ_TOTAL_LIAB_FQ32025,IQ_TOTAL_LIAB_TOTAL_ASSETS_Y,IQ_TOTAL_LIAB_TOTAL_ASSETS_Q,IQ_TOTAL_LIAB_TOTAL_ASSETS_FY2025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ12026,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ42025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ32025,SP_CURRENT_ASSETS_Y,SP_CURRENT_ASSETS_Q,SP_CURRENT_ASSETS_FY2025,SP_CURRENT_ASSETS_FQ12026,SP_CURRENT_ASSETS_FQ42025,SP_CURRENT_ASSETS_FQ32025,IQ_TOTAL_CL_Y,IQ_TOTAL_CL_Q,IQ_TOTAL_CL_FY2025,IQ_TOTAL_CL_FQ12026,IQ_TOTAL_CL_FQ42025,IQ_TOTAL_CL_FQ32025,IQ_TOTAL_DEBT_Y,IQ_TOTAL_DEBT_Q,IQ_TOTAL_DEBT_FY2025,IQ_TOTAL_DEBT_FQ12026,IQ_TOTAL_DEBT_FQ42025,IQ_TOTAL_DEBT_FQ32025,IQ_TOTAL_EQUITY_Y,IQ_TOTAL_EQUITY_Q,IQ_TOTAL_EQUITY_FY2025,IQ_TOTAL_EQUITY_FQ12026,IQ_TOTAL_EQUITY_FQ42025,IQ_TOTAL_EQUITY_FQ32025,IQ_CURRENT_RATIO_Y,IQ_CURRENT_RATIO_Q,IQ_CURRENT_RATIO_FY2025,IQ_CURRENT_RATIO_FQ12026,IQ_CURRENT_RATIO_FQ42025,IQ_CURRENT_RATIO_FQ32025,IQ_QUICK_RATIO_Y,IQ_QUICK_RATIO_Q,IQ_QUICK_RATIO_FY2025,IQ_QUICK_RATIO_FQ12026,IQ_QUICK_RATIO_FQ42025,IQ_QUICK_RATIO_FQ32025,IQ_CASH_EQUIV_Y,IQ_CASH_EQUIV_Q,IQ_CASH_EQUIV_FY2025,IQ_CASH_EQUIV_FQ12026,IQ_CASH_EQUIV_FQ42025,IQ_CASH_EQUIV_FQ32025,IQ_RETAINED_EARNINGS_Y,IQ_RETAINED_EARNINGS_Q,IQ_RETAINED_EARNINGS_FY2025,IQ_RETAINED_EARNINGS_FQ12026,IQ_RETAINED_EARNINGS_FQ42025,IQ_RETAINED_EARNINGS_FQ32025,IQ_EBIT_Y,IQ_EBIT_Q,IQ_EBIT_FY2025,IQ_EBIT_FQ12026,IQ_EBIT_FQ42025,IQ_EBIT_FQ32025,IQ_AR_RE_Y,IQ_AR_RE_Q,IQ_AR_RE_FY2025,IQ_AR_RE_FQ12026,IQ_AR_RE_FQ42025,IQ_AR_RE_FQ32025,IQ_TOTAL_RECEIV_Y,IQ_TOTAL_RECEIV_Q,IQ_TOTAL_RECEIV_FY2025,IQ_TOTAL_RECEIV_FQ12026,IQ_TOTAL_RECEIV_FQ42025,IQ_TOTAL_RECEIV_FQ32025,IQ_OPER_INC_RE_Y,IQ_OPER_INC_RE_Q,IQ_OPER_INC_RE_FY2025,IQ_OPER_INC_RE_FQ12026,IQ_OPER_INC_RE_FQ42025,IQ_OPER_INC_RE_FQ32025,IQ_NET_INC_PARENT_Y,IQ_NET_INC_PARENT_Q,IQ_NET_INC_PARENT_FY2025,IQ_NET_INC_PARENT_FQ12026,IQ_NET_INC_PARENT_FQ42025,IQ_NET_INC_PARENT_FQ32025,IQ_GP_Y,IQ_GP_Q,IQ_GP_FY2025,IQ_GP_FQ12026,IQ_GP_FQ42025,IQ_GP_FQ32025,IQ_WORKING_CAP_Y,IQ_WORKING_CAP_Q,IQ_WORKING_CAP_FY2025,IQ_WORKING_CAP_FQ12026,IQ_WORKING_CAP_FQ42025,IQ_WORKING_CAP_FQ32025,SP_MARKETCAP_Current,SP_PRICE_OPEN_Current,SP_PRICE_HIGH_Current,SP_PRICE_LOW_Current,SP_HEADCOUNT_LATEST,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,IQ_TOTAL_EMPLOYEES_Y,IQ_TOTAL_EMPLOYEES_Q,IQ_TOTAL_EMPLOYEES_FY2025,IQ_TOTAL_EMPLOYEES_FQ12026,IQ_TOTAL_EMPLOYEES_FQ42025,IQ_TOTAL_EMPLOYEES_FQ32025,REG_CEO_CHANGE_MRY,REG_CEO_CHANGE_MRQ,REG_CEO_CHANGE_2025Y,REG_CEO_CHANGE_2026Q1,REG_CEO_CHANGE_2025Q4,REG_CEO_CHANGE_2025Q3,IQ_AUDITOR_NAME_Y,IQ_AUDITOR_NAME_Q,IQ_AUDITOR_NAME_FY2025,IQ_AUDITOR_NAME_FQ12026,IQ_AUDITOR_NAME_FQ42025,IQ_AUDITOR_NAME_FQ32025,SP_FITCH_LT_CREDIT_RATING,SP_FITCH_LT_RATING_EFFECTIVE_ DATE,SP_FITCH_LT_RATING_CREDIT_WATCH_OUTLOOK,RD_CREDIT_RATING_GLOBAL_Issuer Credit Rating,RD_CREDIT_RATING_DATE_GLOBAL_Issuer Credit Rating,RD_CWOL_GLOBAL_Issuer Credit Rating,RD_CREDIT_WATCH_OUTLOOK_DATE_GLOBAL_Issuer Credit Rating,IQ_EBITDA_Y,IQ_EBITDA_Q,IQ_EBITDA_FY2025,IQ_EBITDA_FQ12026,IQ_EBITDA_FQ42025,IQ_EBITDA_FQ32025
Trinity Place Holdings Inc. (OTCPK:TPHS),4861696,IQ306277,239,,239,,,,323,323,323,,323,596,1703,1703,1703,,1703,1590,527.245,527.245,527.245,,527.245,266.779,216,216,216,,216,341,359,359,359,,359,1590,1344,1344,1344,,1344,1312,-1380,-1380,-1380,,-1380,-994,0.602,0.602,0.602,,0.602,0.214,0.602,0.602,0.602,,0.602,0.214,216,216,216,,216,341,-95098,-95098,-95098,,-95098,-94756,-1691,-191,-1691,,-191,-304,,,,,,,,,,,,,-1691,-191,-1691,,-191,-304,-4796,-342,-4796,,-342,-296,208,,208,,,-3,-143,-143,-143,,-143,-1249,1.428839852,0.0236,0.0591,0.02,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,-1690,-191,-1690,,-191,-304
"Profitable Developments, Inc. (OTCPK:PRDL)",4861717,IQ840093,,,,,,,115,124.987,,,,,512.805,146,,,,,445.917,116.812,,,,,,9.987,,,,,84.157,146,,,,,84.157,146,,,,,-397.805,-21.013,,,,,,0.068,,,,,,0.068,,,,,,9.987,,,,,-1583.266,-1247.515,,,,,-220.841,-37.623,,,,,,,,,,,,,,,,,,,,,,,-220.841,-37.623,,,,,,,,,,,-84.157,-136.013,,,,,0.4989672411,0.0001,0.0002,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cal Bay International, Inc. (OTCEM:CBYI)",4861821,IQ1528702,6.54,6.54,,,,,295.378,295.378,,,,,3577.04,3577.04,,,,,1211.004,1211.004,,,,,3.758,3.758,,,,,409.551,409.551,,,,,3307.283,3307.283,,,,,-3281.662,-3281.662,,,,,0.009,0.009,,,,,0.009,0.009,,,,,3.758,3.758,,,,,-36422.353,-36422.353,,,,,2.434,2.434,,,,,,,,,,,,,,,,,,,,,,,2.434,2.434,,,,,6.54,6.54,,,,,-405.793,-405.793,,,,,0.0062857133,,0.0001,1e-06,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Lighting Solutions, Inc. (OTCEM:AVLS)",4861839,IQ2947062,8.51,8.51,,,,,24.139,24.139,,,,,249.484,249.484,,,,,1033.531,1033.531,,,,,7.1,7.1,,,,,249.484,249.484,,,,,175,175,,,,,-225.345,-225.345,,,,,0.028,0.028,,,,,0.028,0.028,,,,,7.1,7.1,,,,,-388.599,-388.599,,,,,-56.28,10.223,,,,,,,,,,,,,,,,,,,,,,,-56.476,10.027,,,,,6.71,6.71,,,,,-242.384,-242.384,,,,,0.000120387,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Hartford Corporation (OTCPK:FHRT),4861842,IQ3110158,83700.229,28032.691,,,,,248040.879,248670.785,,,,,247944.444,244456.16,,,,,99.961,98.305,,,,,40410.571,34017.847,,,,,12752.153,12292.9,,,,,227915.608,224110.827,,,,,96.435,4214.625,,,,,3.169,2.767,,,,,1.156,1.33,,,,,7206.445,7688.661,,,,,-4037.658,119.671,,,,,12304.879,8490.33,,,,,3041.624,5349.987,,,,,7538.471,8657.683,,,,,12304.879,8490.33,,,,,1574.605,4286.426,,,,,24950.467,11332.698,,,,,27658.418,21724.947,,,,,61.929279,,37.9,19.5,35,,,6,156,,,,,,,,,,,,"Mahoney Sabol & Company, LLP",,,,,,,,,,,,,17791.374,9921.421,,,,
"Merchants' National Properties, Inc. (OTCPK:MNPP)",4861847,IQ3170019,28440.4,7872.524,,,,7872.524,311069.707,324042.197,,,,324042.197,88211.049,94434.924,,,,94434.924,28.357,29.143,,,,29.143,41545.739,52509.459,,,,52509.459,17189.982,15044.984,,,,15044.984,44721.055,45284.206,,,,45284.206,222858.658,229607.273,,,,229607.273,2.417,3.49,,,,3.49,0.95,1.174,,,,1.174,7296.897,5705.864,,,,5705.864,225720.388,232287.673,,,,232287.673,9276.419,3575.541,,,,3575.541,6029.49,9894.22,,,,9894.22,30240.037,43169.896,,,,43169.896,9276.419,3575.541,,,,3575.541,9943.457,6607.175,,,,6607.175,26733.772,7518.355,,,,7518.355,24355.757,37464.475,,,,37464.475,196.29864,,2200,1742.07,,,,,,,,,,,,,,,,,CBIZ CPAs P.C,,,,,,,,,,,,,12063.916,4233.833,,,,4233.833
SH Resources & Development Corp. (OTCPK:SDAD),4861851,IQ3178073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuxis Corporation (OTCEM:TUXS),4861943,IQ6158717,,,,,,,6642.115,6523.687,,,,,15.07,10.215,,,,,0.227,0.157,,,,,2099.809,1875.581,,,,,15.07,10.215,,,,,0,0,,,,,6627.045,6513.472,,,,,139.337,183.61,,,,,139.312,181.715,,,,,2073.168,1847.67,,,,,-3777.649,-3891.222,,,,,-196.775,-83.945,,,,,,,,,,,26.261,8.547,,,,,-196.775,-83.945,,,,,-85.213,29.244,,,,,,,,,,,2084.739,1865.366,,,,,2.9092201,,2.35,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaanapali Land, LLC (OTCPK:KANP)",4862073,IQ9475807,623,149,623,,149,213,85749,85749,85749,,85749,88425,8616,8616,8616,,8616,9610,10.048,10.048,10.048,,10.048,10.868,17664,17664,17664,,17664,20312,786,786,786,,786,1442,0,0,0,,0,0,77133,77133,77133,,77133,78815,22.473,22.473,22.473,,22.473,14.086,20.085,20.085,20.085,,20.085,12.555,15787,15787,15787,,15787,18105,71662,71662,71662,,71662,73344,-6398,-2206,-6398,,-2206,-982,,,,,,,,,,,,,,,,,,,-3726,-1682,-3726,,-1682,-538,-1228,-869,-1228,,-869,63,16878,16878,16878,,16878,18870,47.05607763,,39.393,25,0,,,,22,22,22,,22,,,,,,,,Grant Thornton,Grant Thornton,Grant Thornton,,Grant Thornton,,,,,,,,,-6265,-2172,-6265,,-2172,-947
"Awaysis Capital, Inc. (OTCPK:AWCA)",4863049,IQ113275383,441.059,514.633,441.059,95.198,165.606,92.808,17488.78,17278.356,17488.78,17620.101,17488.78,17232.27,12118.431,10269.173,12118.431,12895.208,12118.431,11368.06,69.293,59.434,69.293,73.185,69.293,65.97,12163.615,12010.141,12163.615,12352.371,12163.615,11759.008,12010.682,10204.702,12010.682,12807.179,12010.682,11241.05,9372.932,9278.183,9372.932,9404.526,9372.932,8982.728,5370.349,7009.183,5370.349,4724.893,5370.349,5864.21,1.013,1.177,1.013,0.964,1.013,1.046,0.024,0.02,0.024,0.014,0.024,0.028,220.909,54.109,220.909,89.032,220.909,133.829,-15331.309,-16666.215,-15331.309,-15982.857,-15331.309,-14688.242,-2699.523,-670.558,-2699.523,-639.468,-705.305,-547.711,,,,,,,586.041,647.214,586.041,592.177,586.041,695.287,,,,,,,-2724.941,-683.358,-2724.941,-651.548,-643.067,-573.965,441.059,139.633,441.059,95.198,165.606,92.808,152.933,1805.439,152.933,-454.808,152.933,517.958,12.27199557,0.0559,0.405,0.02,,,,,21,,21,,21,,,,,,,,Moore Belize llp,,Moore Belize llp,,Moore Belize llp,,,,,,,,,-2585.86,-631.455,-2585.86,-600.866,-671.799,-510.6
Huntwicke Capital Group Inc. (OTCPK:HCGI),4863062,IQ115774716,280.745,819.691,,,,,3609.814,5931.384,,,,,2007.864,2673.736,,,,,55.622,45.078,,,,,211.129,1016.712,,,,,525.995,1112.234,,,,,1985.653,2023.843,,,,,1601.95,3257.648,,,,,0.401,0.914,,,,,0.401,0.866,,,,,209.079,946.435,,,,,-707.094,-962.483,,,,,-95.082,-194.331,,,,,2.05,1.911,,,,,2.05,16.352,,,,,-95.082,-194.331,,,,,-199.248,-186.023,,,,,119.679,534.305,,,,,-314.866,-95.522,,,,,26.44332105,,6.18,6.1,2,,,0,,,,,,,,,,,,,"Liggett & Webb,  P.A",,,,,,,,,,,,,3.372,-156.349,,,,
"Advanced Oxygen Technologies, Inc. (OTCPK:AOXY)",4863396,IQ251289,43.445,11.724,43.445,11.781,8.719,10.585,693.077,670.151,693.077,681.212,693.077,644.509,277.463,254.141,277.463,268.406,277.463,291.459,40.034,37.923,40.034,39.401,40.034,45.222,,,,,,,150.434,254.141,150.434,268.406,150.434,291.459,127.029,127.029,127.029,127.029,127.029,127.029,415.614,416.01,415.614,412.806,415.614,353.05,0.389,0.139,0.389,0.174,0.389,0.202,0.389,0.139,0.389,0.174,0.389,0.202,57.225,33.958,57.225,45.546,57.225,57.705,-20752.633,-20753.429,-20752.633,-20756.078,-20752.633,-20753.276,13.77,5.173,13.77,-0.973,3.097,5.103,,,,,,,1.251,1.252,1.251,1.173,1.251,1.155,13.77,5.173,13.77,-0.973,3.097,5.103,4.138,2.649,4.138,-3.445,0.643,2.818,43.445,11.724,43.445,11.781,8.719,10.585,-91.958,-218.931,-91.958,-221.687,-91.958,-232.599,0.25684971,,0.167,0.022,,,,,2,,2,,2,,,,,,,,"Sadler, Gibb and Associates, LLC",,"Sadler, Gibb and Associates, LLC",,"Sadler, Gibb and Associates, LLC",,,,,,,,,,,,,,
New England Realty Associates Limited Partnership (NYSEAM:NEN),4863397,IQ290937,90670.504,24060.356,90670.504,,24060.356,23833.466,505331.191,505331.191,505331.191,,505331.191,492851.883,579546.772,579546.772,579546.772,,579546.772,563892.994,114.687,114.687,114.687,,114.687,114.414,39724.986,39724.986,39724.986,,39724.986,25985.677,46276.646,46276.646,46276.646,,46276.646,115273.032,527596.823,527596.823,527596.823,,527596.823,511247.097,-74215.581,-74215.581,-74215.581,,-74215.581,-71041.111,0.858,0.858,0.858,,0.858,0.225,0.612,0.612,0.612,,0.612,0.13,26668.978,26668.978,26668.978,,26668.978,13374.205,,,,,,,23222.994,4187.198,23222.994,,4187.198,4891.096,1428.053,1428.053,1428.053,,1428.053,1390.725,1428.053,1428.053,1428.053,,1428.053,1390.725,23222.994,4187.198,23222.994,,4187.198,4891.096,6031.256,-1392.515,6031.256,,-1392.515,-521.828,61264.932,15749.763,61264.932,,15749.763,16248.463,-6551.66,-6551.66,-6551.66,,-6551.66,-89287.355,210.07362672,,79.85,56.0001,50,,,4,,,,,,,,,,,,,Miller Wachman LLP,Miller Wachman LLP,Miller Wachman LLP,,Miller Wachman LLP,,,,,,,,,46486.052,11695.825,46486.052,,11695.825,12265.797
Tower Properties Company (OTCPK:TPRP),4863399,IQ3185283,25790.467,6758.363,,,,,159528.851,156436.714,,,,,122338.732,118820.986,,,,,76.688,75.955,,,,,8318.466,6256.396,,,,,9066.299,5482.415,,,,,107514.556,103772.851,,,,,37190.119,37615.728,,,,,0.918,1.141,,,,,0.756,0.893,,,,,3809.454,2385.658,,,,,25028.472,25158.409,,,,,6446.715,1580.882,,,,,2134.382,1685.174,,,,,3045.674,2509.256,,,,,6446.715,1580.882,,,,,1188.828,129.937,,,,,18099.002,4952.15,,,,,-747.833,773.981,,,,,114.738,,28100,18467.98,20,,,0,54,,,,,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,,,,,,,,,13838.965,3760.502,,,,
PGI Incorporated (OTCEM:PGAI),4863402,IQ3670156,239,201,,,,,7,7,,,,,7,7,,,,,100,100,,,,,7,7,,,,,7,7,,,,,0,0,,,,,0,0,,,,,1,1,,,,,1,1,,,,,7,7,,,,,-16030,-16030,,,,,167,185,,,,,,,,,,,,,,,,,,,,,,,95081,96203,,,,,222,199,,,,,0,0,,,,,0.0010635516,,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TransAtlantic Capital Inc. (OTCEM:TACI),4863541,IQ8542075,,,,,,,0.005,0.036,,,,,182.922,209.309,,,,,3658440,581413.889,,,,,0.005,0.036,,,,,182.922,209.309,,,,,140.862,162.606,,,,,-182.917,-209.273,,,,,0,0,,,,,0,0,,,,,0.005,0.036,,,,,-5841.951,-5873.497,,,,,-43.792,-19.123,,,,,,,,,,,,,,,,,,,,,,,-43.792,-19.123,,,,,,,,,,,-182.917,-209.273,,,,,0.0409816866,,0.001,1e-06,,,,,,1,,,,,,,,,,,"Malone & Bailey, PLLC",,,,,,,,,,,,,,,,,,
"Omagine, Inc. (OTCEM:OMAG.Q)",4863938,IQ22651336,,,,,,,718855.408,718688.449,,,,,2667.99,2963.445,,,,,0.371,0.412,,,,,491044.45,490879.879,,,,,2667.99,2963.445,,,,,1375.259,1403.348,,,,,716187.418,715725.004,,,,,184.05,165.645,,,,,0.086,0.02,,,,,229.228,0.516,,,,,-41273.266,-42731.907,,,,,-2726.939,-370.162,,,,,,,,,,,,,,,,,,,,,,,-2930.574,-500.061,,,,,,,,,,,488376.46,487916.434,,,,,0.0461835923,,0.04,0.0011,0,,,,5,,,,,,,,,,,,Michael T. Studer CPA P.C.,,,,,,,,,,,,,-2722.095,-369.366,,,,
"Zoned Properties, Inc. (OTCQB:ZDPY)",4863995,IQ27567182,4137.106,1213.302,4137.106,,1213.302,1011.478,13932.476,13932.476,13932.476,,13932.476,16801.558,10864.85,10864.85,10864.85,,10864.85,10554.385,77.982,77.982,77.982,,77.982,62.818,,,,,,,607.451,607.451,607.451,,607.451,460.667,9657.166,9657.166,9657.166,,9657.166,9430.685,3067.626,3067.626,3067.626,,3067.626,6247.173,4.88,4.88,4.88,,4.88,6.318,4.559,4.559,4.559,,4.559,6.2,837.767,837.767,837.767,,837.767,1113.9,-18493.937,-18493.937,-18493.937,,-18493.937,-15312.141,1229.822,163.194,1229.822,,163.194,365.669,1931.782,1931.782,1931.782,,1931.782,1742.091,1931.782,1931.782,1931.782,,1931.782,1742.091,1229.822,163.194,1229.822,,163.194,365.669,-2854.415,-3181.796,-2854.415,,-3181.796,155.197,3550.008,821.149,3550.008,,821.149,967.766,2356.811,2356.811,2356.811,,2356.811,2449.661,6.04971603,,0.605,0.327707,13,,,-13,6,6,6,,6,,,,,,,,"Salberg & Company, P.A.","Salberg & Company, P.A.","Salberg & Company, P.A.",,"Salberg & Company, P.A.",,,,,,,,,1590.725,259.605,1590.725,,259.605,453.469
"The CannaBusiness Group, Inc. (OTCEM:CBGI)",4864018,IQ29397101,1613.232,375.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-524.264,-180.566,,,,,,,,,,,,,,,,,,,,,,,-524.264,-180.566,,,,,646.841,38.517,,,,,,,,,,,0.091548,,0.0005,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Praetorian Property, Inc. (OTCEM:PRRE)",4864074,IQ35623891,10725.752,4099.19,,,,,16622.526,17130.657,,,,,17357.116,17882.481,,,,,104.419,104.389,,,,,15356.776,17130.657,,,,,968.116,1632.481,,,,,16250,16250,,,,,-734.59,-751.824,,,,,15.863,10.494,,,,,1.135,2.364,,,,,1098.53,3858.44,,,,,-795.39,-812.624,,,,,292.155,1162.581,,,,,,,,,,,,,,,,,,,,,,,-426.649,903.714,,,,,799.764,1329.156,,,,,14388.66,15498.176,,,,,0.0156,,0.12505,1e-06,,,,,2,,,,,,,,,,,,"Malone & Bailey, PLLC",,,,,,,,,,,,,300.574,1162.581,,,,
"LIG Assets, Inc. (OTCPK:LIGA)",4864194,IQ53962594,2684.92,632.016,,,,,27692.96,27692.96,,,,,19207.028,19207.028,,,,,69.357,69.357,,,,,307.227,307.227,,,,,,,,,,,19207.028,19207.028,,,,,8485.932,8485.932,,,,,,,,,,,,,,,,,307.227,307.227,,,,,6970.891,6970.891,,,,,1598.538,363.548,,,,,,,,,,,,,,,,,,,,,,,901.268,361.295,,,,,2498.216,603.159,,,,,307.227,307.227,,,,,1.4418076019,0.0243,0.051,0.0117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"420 Property Management, Inc. (OTCEM:FTPM)",4864258,IQ104808490,,50,,,,,,1429.398,,,,,53.198,1463.331,,,,,,102.374,,,,,,1.133,,,,,53.198,1463.331,,,,,2.536,861.543,,,,,-53.198,-33.933,,,,,,0.001,,,,,,0.001,,,,,,1.133,,,,,-108.498,-8343.233,,,,,-98.506,-326.065,,,,,,,,,,,,,,,,,,,,,,,-108.498,-637.486,,,,,,50,,,,,-53.198,-1462.198,,,,,0.0012378187,,1e-06,1e-06,0,,,,,,,,,,,,,,,,"M & K CPAS, PLLC",,,,,,,,,,,,,,-285.487,,,,
"Orpheum Property, Inc. (OTCEM:PLFF)",4864275,IQ109138969,,6.8,,,,,15876.33,19092.453,,,,,3411.488,4843.655,,,,,21.488,25.369,,,,,0.274,0.116,,,,,3411.488,3643.655,,,,,2698.36,3898.36,,,,,12464.842,14248.798,,,,,0,0,,,,,0,0,,,,,0.274,0.116,,,,,-4710.384,-5373.609,,,,,-1080.987,-379.166,,,,,,,,,,,,,,,,,,,,,,,-1427.774,-466.863,,,,,,6.8,,,,,-3411.214,-3643.539,,,,,0.0467527218,,0.0001,1e-05,,,,,,,,,,,,,,,,,Laporte,,,,,,,,,,,,,,,,,,
Hubilu Venture Corporation (OTCPK:HBUV),4864492,IQ301804623,2203.976,615.245,2203.976,,615.245,628.792,23534.37,23534.37,23534.37,,23534.37,23597.019,24791.616,24791.616,24791.616,,24791.616,24773.315,105.342,105.342,105.342,,105.342,104.985,124.579,124.579,124.579,,124.579,140.458,2561.452,2561.452,2561.452,,2561.452,2334.553,24030.526,24030.526,24030.526,,24030.526,24107.101,-1257.246,-1257.246,-1257.246,,-1257.246,-1176.296,0.049,0.049,0.049,,0.049,0.06,0.045,0.045,0.045,,0.045,0.06,52.071,52.071,52.071,,52.071,107.252,-2858.582,-2858.582,-2858.582,,-2858.582,-2757.513,930.955,296.473,930.955,,296.473,364.512,64.178,64.178,64.178,,64.178,33.206,64.178,64.178,64.178,,64.178,33.206,930.955,296.473,930.955,,296.473,364.512,-551.442,-101.069,-551.442,,-101.069,3.529,1654.6,460.6,1654.6,,460.6,532.036,-2436.873,-2436.873,-2436.873,,-2436.873,-2194.095,0.7215209375,,0.11,0.0275,5,,,0,2,2,2,,2,,,,,,,,"M & K CPAS, PLLC","M & K CPAS, PLLC","M & K CPAS, PLLC",,"M & K CPAS, PLLC",,,,,,,,,1202.636,369.778,1202.636,,369.778,436.349
JBG SMITH Properties (NYSE:JBGS),4899055,IQ417877278,497378,126508,497378,,126508,123206,4388191,4388191,4388191,,4388191,4417103,2719259,2719259,2719259,,2719259,2660322,61.968,61.968,61.968,,61.968,60.228,,,,,,,325827,325827,325827,,325827,256853,2555680,2555680,2555680,,2555680,2511119,1668932,1668932,1668932,,1668932,1756781,0.975,0.975,0.975,,0.975,1.214,0.859,0.859,0.859,,0.859,1.044,75270,75270,75270,,75270,64437,-1180410,-1180410,-1180410,,-1180410,-1114062,-3026,580,-3026,,580,-1078,202632,202632,202632,,202632,203650,204701,204701,204701,,204701,203650,-3026,580,-3026,,580,-1078,-139063,-45547,-139063,,-45547,-28555,246207,61011,246207,,61011,60300,-8188,-8188,-8188,,-8188,55053,856.18151457,14.65,24.3,14.03,545,,,0,596,596,596,,596,,,,,,,,Deloitte & Touche LLP,Deloitte & Touche LLP,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,187169,53302,187169,,53302,45445
"Mountain Top Properties, Inc. (OTCEM:MTPP)",4910599,IQ5038880,,0.145,,,,,157.456,128.309,,,,,238.192,265.835,,,,,151.275,207.183,,,,,2.5,0.366,,,,,129.838,195.075,,,,,177.91,120.443,,,,,-80.736,-137.526,,,,,0.019,0.002,,,,,0.019,0.002,,,,,2.5,0.366,,,,,-720.974,-780.264,,,,,-562.256,-12.951,,,,,,,,,,,,,,,,,,,,,,,-562.256,-12.951,,,,,,0.145,,,,,-127.338,-194.709,,,,,0.026832502,,0.0002,0.0001,,,,,,,,,,,,,,,,,"Victor Mokuolu, CPA PLLC",,,,,,,,,,,,,-561.305,-12.713,,,,
"Omni Ventures, Inc.",4910718,IQ51731388,310.65,30.211,,,,,273.02,161.716,,,,,689.311,908.512,,,,,252.476,561.795,,,,,206.693,106.89,,,,,689.311,908.512,,,,,457.173,468.276,,,,,-416.291,-746.796,,,,,0.3,0.118,,,,,0.041,0.021,,,,,0.02,,,,,,-3174.208,-12207.04,,,,,-2347.695,-768.172,,,,,,,,,,,28.152,18.893,,,,,,,,,,,-2472.616,-4536.816,,,,,-49.812,-144.093,,,,,-482.618,-801.622,,,,,0.0001551773,,,,0,,,,2,,,,,,,,,,,,"Salberg & Company, P.A.",,,,,,,,,,,,,-2334.817,-764.78,,,,
"Tiderock Companies, Inc. (OTCPK:TDRK)",4913763,IQ9394909,,,,,,,0.045,428.295,,,,,1456.709,1662.856,,,,,3237131.111,388.25,,,,,0.045,202.96,,,,,1456.709,1640.384,,,,,720.025,1240.732,,,,,-1456.664,-1234.561,,,,,0,0.124,,,,,0,0,,,,,0.045,0.055,,,,,-4.649,-599.633,,,,,-4.649,-188.539,,,,,,,,,,,,76.655,,,,,,,,,,,-4.649,181.012,,,,,,,,,,,-1456.664,-1437.424,,,,,0.9933186648,,0.0097,0.0021,1,,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,-185.833,,,,
"Aztec Land and Cattle Company, Limited (OTCPK:AZLC.Z)",4914085,IQ3110078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.70697,2000.04,2150,1000,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
