SP_ENTITY_NAME,SP_ENTITY_ID,SP_CIQ_ID,IQ_TOTAL_REV_Y,IQ_TOTAL_REV_Q,IQ_TOTAL_REV_FY2025,IQ_TOTAL_REV_FQ12026,IQ_TOTAL_REV_FQ42025,IQ_TOTAL_REV_FQ32025,IQ_TOTAL_ASSETS_Y,IQ_TOTAL_ASSETS_Q,IQ_TOTAL_ASSETS_FY2025,IQ_TOTAL_ASSETS_FQ12026,IQ_TOTAL_ASSETS_FQ42025,IQ_TOTAL_ASSETS_FQ32025,IQ_TOTAL_LIAB_Y,IQ_TOTAL_LIAB_Q,IQ_TOTAL_LIAB_FY2025,IQ_TOTAL_LIAB_FQ12026,IQ_TOTAL_LIAB_FQ42025,IQ_TOTAL_LIAB_FQ32025,IQ_TOTAL_LIAB_TOTAL_ASSETS_Y,IQ_TOTAL_LIAB_TOTAL_ASSETS_Q,IQ_TOTAL_LIAB_TOTAL_ASSETS_FY2025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ12026,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ42025,IQ_TOTAL_LIAB_TOTAL_ASSETS_FQ32025,SP_CURRENT_ASSETS_Y,SP_CURRENT_ASSETS_Q,SP_CURRENT_ASSETS_FY2025,SP_CURRENT_ASSETS_FQ12026,SP_CURRENT_ASSETS_FQ42025,SP_CURRENT_ASSETS_FQ32025,IQ_TOTAL_CL_Y,IQ_TOTAL_CL_Q,IQ_TOTAL_CL_FY2025,IQ_TOTAL_CL_FQ12026,IQ_TOTAL_CL_FQ42025,IQ_TOTAL_CL_FQ32025,IQ_TOTAL_DEBT_Y,IQ_TOTAL_DEBT_Q,IQ_TOTAL_DEBT_FY2025,IQ_TOTAL_DEBT_FQ12026,IQ_TOTAL_DEBT_FQ42025,IQ_TOTAL_DEBT_FQ32025,IQ_TOTAL_EQUITY_Y,IQ_TOTAL_EQUITY_Q,IQ_TOTAL_EQUITY_FY2025,IQ_TOTAL_EQUITY_FQ12026,IQ_TOTAL_EQUITY_FQ42025,IQ_TOTAL_EQUITY_FQ32025,IQ_CURRENT_RATIO_Y,IQ_CURRENT_RATIO_Q,IQ_CURRENT_RATIO_FY2025,IQ_CURRENT_RATIO_FQ12026,IQ_CURRENT_RATIO_FQ42025,IQ_CURRENT_RATIO_FQ32025,IQ_QUICK_RATIO_Y,IQ_QUICK_RATIO_Q,IQ_QUICK_RATIO_FY2025,IQ_QUICK_RATIO_FQ12026,IQ_QUICK_RATIO_FQ42025,IQ_QUICK_RATIO_FQ32025,IQ_CASH_EQUIV_Y,IQ_CASH_EQUIV_Q,IQ_CASH_EQUIV_FY2025,IQ_CASH_EQUIV_FQ12026,IQ_CASH_EQUIV_FQ42025,IQ_CASH_EQUIV_FQ32025,IQ_RETAINED_EARNINGS_Y,IQ_RETAINED_EARNINGS_Q,IQ_RETAINED_EARNINGS_FY2025,IQ_RETAINED_EARNINGS_FQ12026,IQ_RETAINED_EARNINGS_FQ42025,IQ_RETAINED_EARNINGS_FQ32025,IQ_EBIT_Y,IQ_EBIT_Q,IQ_EBIT_FY2025,IQ_EBIT_FQ12026,IQ_EBIT_FQ42025,IQ_EBIT_FQ32025,IQ_AR_RE_Y,IQ_AR_RE_Q,IQ_AR_RE_FY2025,IQ_AR_RE_FQ12026,IQ_AR_RE_FQ42025,IQ_AR_RE_FQ32025,IQ_TOTAL_RECEIV_Y,IQ_TOTAL_RECEIV_Q,IQ_TOTAL_RECEIV_FY2025,IQ_TOTAL_RECEIV_FQ12026,IQ_TOTAL_RECEIV_FQ42025,IQ_TOTAL_RECEIV_FQ32025,IQ_OPER_INC_RE_Y,IQ_OPER_INC_RE_Q,IQ_OPER_INC_RE_FY2025,IQ_OPER_INC_RE_FQ12026,IQ_OPER_INC_RE_FQ42025,IQ_OPER_INC_RE_FQ32025,IQ_NET_INC_PARENT_Y,IQ_NET_INC_PARENT_Q,IQ_NET_INC_PARENT_FY2025,IQ_NET_INC_PARENT_FQ12026,IQ_NET_INC_PARENT_FQ42025,IQ_NET_INC_PARENT_FQ32025,IQ_GP_Y,IQ_GP_Q,IQ_GP_FY2025,IQ_GP_FQ12026,IQ_GP_FQ42025,IQ_GP_FQ32025,IQ_WORKING_CAP_Y,IQ_WORKING_CAP_Q,IQ_WORKING_CAP_FY2025,IQ_WORKING_CAP_FQ12026,IQ_WORKING_CAP_FQ42025,IQ_WORKING_CAP_FQ32025,SP_MARKETCAP_Current,SP_PRICE_OPEN_Current,SP_PRICE_HIGH_Current,SP_PRICE_LOW_Current,SP_HEADCOUNT_LATEST,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,SP_HEADCOUNT_GROWTHRATE_2026,IQ_TOTAL_EMPLOYEES_Y,IQ_TOTAL_EMPLOYEES_Q,IQ_TOTAL_EMPLOYEES_FY2025,IQ_TOTAL_EMPLOYEES_FQ12026,IQ_TOTAL_EMPLOYEES_FQ42025,IQ_TOTAL_EMPLOYEES_FQ32025,REG_CEO_CHANGE_MRY,REG_CEO_CHANGE_MRQ,REG_CEO_CHANGE_2025Y,REG_CEO_CHANGE_2026Q1,REG_CEO_CHANGE_2025Q4,REG_CEO_CHANGE_2025Q3,IQ_AUDITOR_NAME_Y,IQ_AUDITOR_NAME_Q,IQ_AUDITOR_NAME_FY2025,IQ_AUDITOR_NAME_FQ12026,IQ_AUDITOR_NAME_FQ42025,IQ_AUDITOR_NAME_FQ32025,SP_FITCH_LT_CREDIT_RATING,SP_FITCH_LT_RATING_EFFECTIVE_ DATE,SP_FITCH_LT_RATING_CREDIT_WATCH_OUTLOOK,RD_CREDIT_RATING_GLOBAL_Issuer Credit Rating,RD_CREDIT_RATING_DATE_GLOBAL_Issuer Credit Rating,RD_CWOL_GLOBAL_Issuer Credit Rating,RD_CREDIT_WATCH_OUTLOOK_DATE_GLOBAL_Issuer Credit Rating,IQ_EBITDA_Y,IQ_EBITDA_Q,IQ_EBITDA_FY2025,IQ_EBITDA_FQ12026,IQ_EBITDA_FQ42025,IQ_EBITDA_FQ32025
"Flanigan's Enterprises, Inc. (NYSEAM:BDL)",4910131,IQ272761,206084,52510,206084,52510,50202,52098,140623,142071,140623,142071,140623,140694,61526,62293,61526,62293,61526,62428,43.752,43.846,43.752,43.846,43.752,44.371,30593,33045,30593,33045,30593,30288,18118,20064,18118,20064,18118,18291,47115,46103,47115,46103,47115,47677,79097,79778,79097,79778,79097,78266,1.689,1.647,1.689,1.647,1.689,1.656,1.158,1.216,1.158,1.216,1.158,1.091,20094,22967,20094,22967,20094,18210,64685,65490,64685,65490,64685,63789,9200,1535,9200,1535,1733,2974,,,,,,,892,1421,892,1421,892,1015,,,,,,,5033,805,5033,805,896,1392,47154,11208,47154,11208,11713,12188,12475,12981,12475,12981,12475,11997,59.68115517,,35.98,22.61,206,,,0,1403,,1403,,1403,,,,,,,,CBIZ CPAs P.C,,CBIZ CPAs P.C,,CBIZ CPAs P.C,,,,,,,,,13899,2738,13899,2738,2938,4148
"Sack Lunch Productions, Inc. (OTCPK:SAKL)",4910187,IQ528265,14841.029,3388.632,,,,,5461.969,5047.806,,,,,9197.803,10947.848,,,,,168.397,216.883,,,,,2223.236,2426.489,,,,,8574.122,10306.75,,,,,3759.355,3913.455,,,,,-3735.834,-5900.042,,,,,0.259,0.235,,,,,0.083,0.076,,,,,670.352,528.755,,,,,-48212.352,-50071.797,,,,,-1771.846,-431.897,,,,,,,,,,,42.404,253.41,,,,,,,,,,,-3046.07,-720.44,,,,,4578.598,1103.071,,,,,-6350.886,-7880.261,,,,,1.067457782,,0.02,0.003625,5,,,0,,83,,,,,,,,,,,"Sadler, Gibb and Associates, LLC",,,,,,,,,,,,,-1271.361,-301.608,,,,
"Krispy Kreme, Inc. (NASDAQGS:DNUT)",4910385,IQ411254,1522616,392367,1522616,,392367,375298,2592959,2592959,2592959,,2592959,2599845,1915998,1915998,1915998,,1915998,1906003,73.892,73.892,73.892,,73.892,73.312,174454,174454,174454,,174454,161790,457280,457280,457280,,457280,448933,1433323,1433323,1433323,,1433323,1446089,676961,676961,676961,,676961,693842,0.382,0.382,0.382,,0.382,0.36,0.251,0.251,0.251,,0.251,0.232,42390,42390,42390,,42390,30707,-821387,-821387,-821387,,-821387,-793608,-60097,6053,-60097,,6053,-11675,,,,,,,72465,72465,72465,,72465,73454,,,,,,,-515767,-27779,-515767,,-27779,-19444,351025,105847,351025,,105847,83145,-282826,-282826,-282826,,-282826,-287143,642.306,3.81,5.73,2.5,3099,,,-1,17000,17000,17000,,17000,,,,,,,,Grant Thornton,Grant Thornton,Grant Thornton,,Grant Thornton,,,,,NR,2011-08-26 11:16:32,NR,2011-08-26 11:16:32,76977,39998,76977,,39998,21771
Meritage Hospitality Group Inc. (OTCQX:MHGU),4910511,IQ403299,617667,25013.73,617667,,,,754760,63347.799,754760,,,,656303,54951.606,656303,,,,86.955,86.746,86.955,,,,24065,4138.628,24065,,,,262981,15403.556,262981,,,,572166,33157.228,572166,,,,98457,8396.193,98457,,,,0.092,0.269,0.092,,,,0.05,0.152,0.05,,,,11469,2012.687,11469,,,,53011,-10215.294,53011,,,,-24301,494.224,-24301,,,,,,,,,,1788,321.206,1788,,,,,,,,,,-31747,772.531,-31747,,,,102345,9220.119,102345,,,,-238916,-11264.928,-238916,,,,15.158412,2.3,13.49,1.96,202,,,-1,6150,1915,6150,,,,,,,,,,BDO LLP,Plante & Moran,BDO LLP,,,,,,,,,,,-6259,931.26,-6259,,,
"Noble Roman's, Inc. (OTCQB:NROM)",4910521,IQ291411,15149.6,4143.653,,,,4143.653,16769.247,16084.056,,,,16084.056,14553.886,12698.211,,,,12698.211,86.789,78.949,,,,78.949,2986.384,3253.318,,,,3253.318,3316.478,8230.443,,,,8230.443,11569.264,10014.353,,,,10014.353,2215.361,3385.845,,,,3385.845,0.9,0.395,,,,0.395,0.544,0.237,,,,0.237,710.227,719.5,,,,719.5,-22652.417,-21511.112,,,,-21511.112,1510.222,819.618,,,,819.618,,,,,,,1094.28,1230.791,,,,1230.791,,,,,,,-3.174,639.792,,,,639.792,4652.02,1385.712,,,,1385.712,-330.094,-4977.125,,,,-4977.125,8.77512724,0.3375,0.395,0.14,35,,,0,102,,,,,,,,,,,,Sassetti LLC,,,,,,,,,,,,,2009.87,917.77,,,,917.77
"Superstar Platforms, Inc. (OTCPK:SPST)",4910775,IQ4278255,,-248.986,,,-248.986,150.665,2817.823,2817.823,2817.823,,2817.823,2785.148,4113.999,4113.999,4113.999,,4113.999,3809.674,145.999,145.999,145.999,,145.999,136.785,2817.822,2817.822,2817.822,,2817.822,2785.148,4113.999,4113.999,4113.999,,4113.999,3809.674,2982.344,2982.344,2982.344,,2982.344,2897.674,-1296.176,-1296.176,-1296.176,,-1296.176,-1024.526,0.685,0.685,0.685,,0.685,0.731,0.61,0.61,0.61,,0.61,0.007,1.138,1.138,1.138,,1.138,25.079,-1835.034,-1835.034,-1835.034,,-1835.034,-1555.906,-541.211,-485.378,-541.211,,-485.378,46.368,,,,,,,2816.684,2816.684,2816.684,,2816.684,2760.069,,,,,,,-335.366,-279.128,-335.366,,-279.128,46.368,,-248.891,,,-248.891,150.665,-1296.177,-1296.177,-1296.177,,-1296.177,-1024.526,16.40609136,,0.115,0.036,,,,,,,,,,,,,,,,,Boladale lawal & Co,Boladale lawal & Co,Boladale lawal & Co,,Boladale lawal & Co,,,,,,,,,,,,,,
"Granite City Food & Brewery, Ltd. (OTCEM:GCFB)",4910777,IQ413580,133837.78,33617.96,,,,,51673.712,98265.848,,,,,76228.769,154014.948,,,,,147.519,156.733,,,,,7120.211,5118.638,,,,,54548.014,58137.707,,,,,55695.49,138475.567,,,,,-24555.057,-55749.1,,,,,0.131,0.088,,,,,0.082,0.041,,,,,4488.207,2376.069,,,,,-107930.599,-139261.081,,,,,-1859.623,460.751,,,,,,,,,,,,,,,,,,,,,,,-7366.403,-1446.087,,,,,15747.24,4331.615,,,,,-47427.803,-53019.069,,,,,0.0014360981,,0.025,1e-06,365,,,0,,,,,,,,,,,,,Schechter Dokken Kanter Andrews & Selcer Ltd,,,,,,,,,,,,,5047.274,2055.286,,,,
"Premier Development & Investment, Inc. (OTCPK:PDIV)",4910784,IQ3562448,1250.797,275.881,,,,,859.485,739.737,,,,,759.659,910.443,,,,,88.385,123.077,,,,,59.687,50.044,,,,,759.659,910.443,,,,,116.01,888.378,,,,,99.826,-170.706,,,,,0.079,0.055,,,,,0.048,0.02,,,,,36.298,18.413,,,,,-2441.481,-2899.515,,,,,-2481.148,-158.471,,,,,,,,,,,2.5,2.5,,,,,,,,,,,-2460.502,-158.471,,,,,697.041,107.672,,,,,-699.972,-860.399,,,,,7.440023875,,2.05,0.015,,,,,35,26,,,,,,,,,,,"Baumann, Raymondo & Company, PA",,,,,,,,,,,,,-2333.809,-121.636,,,,
"El Pollo Loco Holdings, Inc. (NASDAQGS:LOCO)",4911069,IQ21919911,490046,123515,490046,,123515,121520,606648,606648,606648,,606648,602748,315571,315571,315571,,315571,319816,52.019,52.019,52.019,,52.019,53.06,25617,25617,25617,,25617,28453,79079,79079,79079,,79079,69850,241006,241006,241006,,241006,252341,291077,291077,291077,,291077,282932,0.324,0.324,0.324,,0.324,0.407,0.221,0.221,0.221,,0.221,0.335,6228,6228,6228,,6228,10872,43554,43554,43554,,43554,37014,45678,10762,45678,,10762,11861,,,,,,,11210,11210,11210,,11210,12497,,,,,,,26486,6540,26486,,6540,7358,108557,27742,108557,,27742,27856,-53462,-53462,-53462,,-53462,-41397,389.431367,13.02,14.5,8.79,,,,,4034,4034,4034,,4034,,,,,,,,BDO LLP,BDO LLP,BDO LLP,,BDO LLP,,,,,NR,2014-12-17 16:07:43,NR,2014-12-17 16:07:43,61644,14796,61644,,14796,15880
"Rave Restaurant Group, Inc. (NASDAQCM:RAVE)",4911237,IQ357493,12039,3042,12039,3213,3154,2966,16557,17547,16557,17005,16557,15711,2403,2011,2403,2168,2403,2363,14.513,11.461,14.513,12.749,14.513,15.04,11493,13007,11493,12230,11493,10248,1740,1530,1740,1615,1740,1575,576,393,576,485,576,667,14154,15536,14154,14837,14154,13348,6.605,8.501,6.605,7.573,6.605,6.507,6.353,7.993,6.353,7.206,6.353,6.312,2859,624,2859,1397,2859,734,7614,8896,7614,8259,7614,6767,3266,742,3266,752,1123,866,,,,,,,1216,1354,1216,1127,1216,1266,,,,,,,2702,637,2702,645,847,722,8642,2310,8642,2176,2349,2198,9753,11477,9753,10615,9753,8673,39.65026914,2.76,3.75,2.25,35,,,0,24,,24,,24,,,,,,,,Whitley Penn,,Whitley Penn,,Whitley Penn,,,,,,,,,3448,784,3448,794,1174,910
"BAB, Inc. (OTCQB:BABB)",4911825,IQ357255,3439.398,723.663,3439.398,723.663,1105.178,768.533,4780.596,4766.494,4780.596,4766.494,4780.596,4916.166,1316.144,1328.145,1316.144,1328.145,1316.144,1499.936,27.531,27.864,27.531,27.864,27.531,30.51,2500.175,2502.423,2500.175,2502.423,2500.175,2619.813,586.323,636.998,586.323,636.998,586.323,827.051,330.215,313.258,330.215,313.258,330.215,346.817,3464.452,3438.349,3464.452,3438.349,3464.452,3416.23,4.264,3.928,4.264,3.928,4.264,3.168,3.805,3.431,3.805,3.431,3.805,2.582,2153.597,2109.433,2153.597,2109.433,2153.597,2031.735,-10808.058,-10834.161,-10808.058,-10834.161,-10808.058,-10856.28,721.632,152.745,721.632,152.745,154.863,218.832,,,,,,,77.478,75.891,77.478,75.891,77.478,103.335,,,,,,,559.044,119.168,559.044,119.168,120.856,167.629,2293.167,524.697,2293.167,524.697,592.777,580.639,1913.852,1865.425,1913.852,1865.425,1913.852,1792.762,6.57347474,0.92,1.03,0.752,,,,,12,11,12,11,12,12,,,,,,,Sassetti LLC,,Sassetti LLC,,Sassetti LLC,,,,,,,,,726.113,154.115,726.113,154.115,156.302,219.913
"Yum China Holdings, Inc. (NYSE:YUMC)",4912608,IQ318807568,11797000,3271000,11797000,3271000,2823000,3206000,10783000,10837000,10783000,10837000,10783000,11034000,4684000,4730000,4684000,4730000,4684000,4648000,43.439,43.647,43.439,43.647,43.439,42.124,2357000,2319000,2357000,2319000,2357000,3015000,2246000,2304000,2246000,2304000,2246000,2284000,2348000,1872000,2348000,1872000,2348000,1841000,6099000,6107000,6099000,6107000,6099000,6386000,1.049,1.007,1.049,1.007,1.049,1.32,0.746,0.665,0.746,0.665,0.746,0.976,506000,473000,506000,473000,506000,648000,1764000,1788000,1764000,1788000,1764000,2050000,1327000,447000,1327000,447000,202000,404000,,,,,,,267000,103000,267000,103000,267000,86000,,,,,,,929000,309000,929000,309000,140000,282000,2425000,615000,2425000,615000,795000,582000,111000,15000,111000,15000,111000,731000,16385.22621632,48.6,58.39,41.69,438,,,0,210000,,210000,,210000,,,,,,,,KPMG Huazhen Certified Public Accountants,,KPMG Huazhen Certified Public Accountants,,KPMG Huazhen Certified Public Accountants,,,,,,,,,1775000,564000,1775000,564000,317000,518000
Ark Restaurants Corp. (NASDAQGM:ARKR),4912626,IQ251829,165751,40749,165751,40749,37323,43715,133503,130438,133503,130438,133503,136340,101389,97345,101389,97345,101389,102151,75.945,74.629,75.945,74.629,75.945,74.924,17843,15975,17843,15975,17843,19942,23220,20929,23220,20929,23220,22709,85741,83557,85741,83557,85741,87523,32114,33093,32114,33093,32114,34189,0.768,0.763,0.768,0.763,0.768,0.878,0.573,0.558,0.573,0.558,0.573,0.678,11324,9139,11324,9139,11324,12325,18701,19597,18701,19597,18701,20619,-1332,1093,-1332,1093,-1722,1107,,,,,,,2125,2662,2125,2662,2125,3210,,,,,,,-11466,896,-11466,896,-1918,-3454,36451,10199,36451,10199,6904,10931,-5377,-4954,-5377,-4954,-5377,-2767,29.02956385,6.77,12.595,5.7464,108,,,-2,1307,,1307,,1307,,,,,,,,CohnReznick LLP,,CohnReznick LLP,,CohnReznick LLP,,,,,,,,,1806,1703,1806,1703,-1027,2071
"The ONE Group Hospitality, Inc. (NASDAQCM:STKS)",4912685,IQ178845148,805722,207014,805722,,207014,180200,884196,884196,884196,,884196,879534,772720,772720,772720,,772720,762641,87.392,87.392,87.392,,87.392,86.71,56896,56896,56896,,56896,46508,133216,133216,133216,,133216,132352,651751,651751,651751,,651751,642891,111476,111476,111476,,111476,116893,0.427,0.427,0.427,,0.427,0.351,0.293,0.293,0.293,,0.293,0.198,4168,4168,4168,,4168,5548,-93216,-93216,-93216,,-93216,-86844,37600,14850,37600,,14850,-2145,,,,,,,34869,34869,34869,,34869,20675,,,,,,,-92241,-6372,-92241,,-6372,-76740,139073,42256,139073,,42256,22887,-76320,-76320,-76320,,-76320,-85844,55.54874013,1.85,5.26,1.65,270,,,-2,9500,9500,9500,,9500,,,,,,,,Deloitte & Touche LLP,Deloitte & Touche LLP,Deloitte & Touche LLP,,Deloitte & Touche LLP,,,,,,,,,80581,25602,80581,,25602,9385
Shake Shack Inc. (NYSE:SHAK),4912695,IQ228987805,1445306,400531,1445306,,400531,367411,1896209,1896209,1896209,,1896209,1827185,1342460,1342460,1342460,,1342460,1291948,70.797,70.797,70.797,,70.797,70.707,430347,430347,430347,,430347,414777,244918,244918,244918,,244918,225350,902126,902126,902126,,902126,864042,553749,553749,553749,,553749,535237,1.757,1.757,1.757,,1.757,1.841,1.678,1.678,1.678,,1.678,1.754,360123,360123,360123,,360123,357757,72709,72709,72709,,72709,60878,67756,20544,67756,,20544,19058,,,,,,,50886,50886,50886,,50886,37535,,,,,,,45725,11831,45725,,11831,12501,581267,162589,581267,,162589,148922,185429,185429,185429,,185429,189427,3847.43049154,99.05,144.65,76.51,2433,,,-2,13873,13873,13873,,13873,,,,,,,,Ernst & Young LLP,Ernst & Young LLP,Ernst & Young LLP,,Ernst & Young LLP,,,,,,,,,174356,46977,174356,,46977,46137
Unique Global Innovative Solutions Corp (OTCPK:UGIZ),4913125,IQ13467585,2303926,315295,,,,,894285,835455,,,,,977452,1014765,,,,,109.3,121.463,,,,,262298,295978,,,,,977452,1014765,,,,,840432,840432,,,,,-83167,-179310,,,,,0.268,0.292,,,,,0.217,0.217,,,,,10358,40089,,,,,-2382364,-2559122,,,,,-282530,-184938,,,,,,,,,,,22676,1049,,,,,,,,,,,-568771,-95972,,,,,1566427,196610,,,,,-715154,-718787,,,,,0.0126651783,0.0009,0.05,0.0005,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,-97508,-138683,,,,
"Nathan's Famous, Inc. (NASDAQGS:NATH)",4913288,IQ61292,148182,34312,148182,46998,30787,31519,53476,50939,53476,63436,53476,48723,69989,66206,69989,72778,69989,67714,130.879,129.971,130.879,114.727,130.879,138.977,45135,43946,45135,55513,45135,40155,16764,16097,16764,20574,16764,13651,55924,52983,55924,54891,55924,56783,-16513,-15267,-16513,-9342,-16513,-18991,2.692,2.73,2.692,2.698,2.692,2.942,2.497,2.626,2.497,2.583,2.497,2.817,27802,24545,27802,26867,27802,23711,6563,7416,6563,13446,6563,4373,36497,5127,36497,12791,6368,6752,,,,,,,14064,17726,14064,26274,14064,14744,,,,,,,24026,3084,24026,8928,4235,4484,51984,9755,51984,16969,10447,10437,28371,27849,28371,34939,28371,26504,410.5050453,100.02,118.495,88.665,102,,,-1,131,,131,,131,,,,,,,,CBIZ CPAs P.C,,CBIZ CPAs P.C,,CBIZ CPAs P.C,,,,,NR,2024-09-12 16:26:21,NR,2024-09-12 16:26:21,37454,5359,37454,13019,6594,6987
Potbelly Corporation,4913888,IQ1462004,462598,123709,,,,,263146,265241,,,,,205198,204144,,,,,77.979,76.965,,,,,33201,36994,,,,,65233,73392,,,,,154738,147669,,,,,57948,61097,,,,,0.509,0.504,,,,,0.328,0.359,,,,,11663,16187,,,,,-293503,-291077,,,,,12249,4182,,,,,,,,,,,9765,10127,,,,,,,,,,,40294,2488,,,,,165148,46867,,,,,-32032,-36398,,,,,517.9605496,,,,1475,,,-1,5000,,,,,,,,,,,,Deloitte & Touche LLP,,,,,,,,,,,,,24918,8110,,,,
"U-Swirl, Inc. (OTCEM:SWRL)",4914430,IQ265610073,7501.943,2071.119,,,,,12662.143,13166.626,,,,,11236.455,10607.301,,,,,88.741,80.562,,,,,2844.235,3936.553,,,,,10297.588,10012.184,,,,,7539.929,7117.945,,,,,1425.688,2559.325,,,,,0.276,0.393,,,,,0.254,0.37,,,,,2348.121,3490.296,,,,,-9708.543,-8674.406,,,,,382.531,422.228,,,,,,,,,,,340.387,290.403,,,,,,,,,,,-312.234,754.793,,,,,3636.878,1110.091,,,,,-7453.353,-6075.631,,,,,0.011032742,,0.0005,0.0001,,,,,48,,,,,,,,,,,,Ehrhardt Keefe Steiner & Hottman PC - EKS&H LLLP,,,,,,,,,,,,,1195.703,620.6,,,,
"SPYR, Inc. (OTCEM:SPYR)",4915069,IQ645731,2,1,,,,,99,9636,,,,,8135,18677,,,,,8217.172,193.825,,,,,82,126,,,,,3408,3688,,,,,3588,13025,,,,,-8036,-9041,,,,,0.024,0.034,,,,,0.009,0.002,,,,,32,7,,,,,-66934,-71464,,,,,-2915,-253,,,,,,,,,,,,,,,,,,,,,,,-5961,-933,,,,,-59,0,,,,,-3326,-3562,,,,,0.7852542474,0.0002,0.0005,1e-06,0,,,,3,,,,,,,,,,,,"Bongiovanni & Associates P.A. - L&L CPAS, PA",,,,,,,,,,,,,-2902,-176,,,,
"Blue Water Global Group, Inc. (OTCEM:BLUU)",4915266,IQ133484117,,2.157,,,,,465.862,725.825,,,,,2040.287,3436.894,,,,,437.96,473.516,,,,,263.462,236.51,,,,,2040.287,3419.488,,,,,106.361,463.05,,,,,-1574.425,-2711.069,,,,,0.129,0.069,,,,,0.094,0.039,,,,,192.556,130.373,,,,,-4544.857,-7675.481,,,,,-583.165,-116.304,,,,,,,,,,,,3.606,,,,,,,,,,,-3580.593,-588.458,,,,,,1.255,,,,,-1776.825,-3182.978,,,,,0.0037271587,1e-06,1e-06,1e-06,,,,,,,,,,,,,,,,,"M & K CPAS, PLLC",,,,,,,,,,,,,,-116.157,,,,
"Dave & Buster's Entertainment, Inc. (NASDAQGS:PLAY)",4915526,IQ127539536,2102800,529600,2132700,567700,534500,453000,4116600,4116600,4015800,4064700,4015800,3941100,4025400,4025400,3870000,3917900,3870000,3714500,97.785,97.785,96.369,96.388,96.369,94.25,124100,124100,94400,113400,94400,112000,434600,434600,433900,431400,433900,391000,3565300,3565300,3402900,3476000,3402900,3273700,91200,91200,145800,146800,145800,226600,0.286,0.286,0.218,0.263,0.218,0.286,0.164,0.164,0.083,0.098,0.083,0.136,16600,16600,6900,11900,6900,8600,608800,608800,657500,679200,657500,648200,123700,16300,240500,67500,54500,8800,,,,,,,54500,54500,29200,30200,29200,44500,,,,,,,-48700,-39700,58300,21700,9300,-32700,837400,211200,883400,242600,220700,161400,-310500,-310500,-339500,-318000,-339500,-279000,375.185574,11.6,35.53,9.61,,,,,23610,23610,23420,,23420,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,NR,2015-06-15 17:13:22,NR,2015-06-15 17:13:22,403100,104300,478700,130700,118500,62700
"Great American Food Chain, Inc. (The) (OTCPK:GAMN)",4915564,IQ982993,,735.403,,,,,0.336,1435.005,,,,,2157.967,3533.592,,,,,642252.083,246.242,,,,,0.336,97.056,,,,,2157.967,2894.224,,,,,775.229,1743.974,,,,,-2157.631,-2098.587,,,,,0,0.034,,,,,0,0.019,,,,,0.336,25.401,,,,,-2961.454,-3262.272,,,,,-196.744,-169.368,,,,,,,,,,,,29.459,,,,,,,,,,,-283.956,-283.943,,,,,,-44.959,,,,,-2157.631,-2797.168,,,,,0.68676723,0.080577,0.123,0.025,,,,,7,7,,,,,,,,,,,"M & K CPAS, PLLC",,,,,,,,,,,,,-195.829,-138.677,,,,
"Brinker International, Inc. (NYSE:EAT)",4915571,IQ260858,5384200,1470200,5384200,1349200,1461900,1425100,2678600,2772300,2678600,2712000,2678600,2571900,2307700,2366300,2307700,2368100,2307700,2312900,86.153,85.355,86.153,87.319,86.153,89.93,207000,270500,207000,214500,207000,189100,675600,681400,675600,616000,675600,667600,1693500,1748000,1693500,1820600,1693500,1718900,370900,406000,370900,343900,370900,259000,0.306,0.397,0.306,0.348,0.306,0.283,0.137,0.228,0.137,0.155,0.137,0.116,18900,57100,18900,33600,18900,17500,186500,542400,186500,286000,186500,79500,524800,167800,524800,119200,126800,163500,,,,,,,73400,98200,73400,61600,73400,60100,,,,,,,383100,127900,383100,99500,107000,119100,982400,282100,982400,229600,271200,278900,-468600,-410900,-468600,-401500,-468600,-478500,6012.0104022,148.01,187.123,100.3,9291,,,-1,83840,,83840,,83840,,,,,,,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,KPMG LLP - Klynveld Peat Marwick Goerdeler,,,,,BB+,2025-05-01 15:01:50,Stable,2025-05-01 15:01:50,731400,222800,731400,172800,184700,218200
