CompanyName-fss,CompanyCode-fss,Sector,SubSector,Industry,Region,Ticker,Status,ListStatus,SPCIQ_ID,link_score,CompanyName-sp,Country
"Suncliff, Inc.",WEPAET,Consumer Goods,Tobacco & Cannabis,Marijuana Products,USA,SCLF,A,L,1303913,100.0,"Suncliff, Inc.",United States
"National Presto Industries, Inc.",NPK,Consumer Goods,Home & Household,Household Appliances,USA,NPK,A,L,291023,100.0,"National Presto Industries, Inc.",United States
"Weyco Group, Inc.",WEYS,Consumer Goods,Apparel & Textiles,Footwear,USA,WEYS,A,L,313897,100.0,"Weyco Group, Inc.",United States
"Snap-On, Inc.",SNA,Consumer Goods,Other Consumer Goods,Cutlery/Hand Tools,USA,SNA,A,L,303646,100.0,Snap-on Incorporated,United States
FirsTime Design Ltd.,BMCAP,Consumer Goods,Luxury,Watches/Clocks/Parts,USA,FTDL,A,L,253346,100.0,FirsTime Design Limited,United States
"Johnson Outdoors, Inc.",JOWASS,Consumer Goods,Other Consumer Goods,Sports Equipment,USA,JOUT,A,L,282032,100.0,Johnson Outdoors Inc.,United States
"Golden Valley Development, Inc.",GVDIPK,Consumer Goods,Home & Household,Nondurable Household Products,USA,GVDI,A,L,29982340,100.0,"Golden Valley Development, Inc",United States
Bally Corp.,SVWBSE,Consumer Goods,Home & Household,Gardening Equipment/Tools,USA,BLYQ,A,L,251747638,100.0,"Bally, Corp.",China
"Nepra Foods, Inc.",ACNUVD,Consumer Goods,Food & Beverage,Organic Food,USA,NPRA,A,L,712116870,100.0,Nepra Foods Inc.,United States
"Safety Shot, Inc.",QLVGOW,Consumer Goods,Food & Beverage,Beverages/Drinks,USA,SHOT,A,L,318412528,100.0,Scandic Hotels Group AB (publ),Sweden
Alcon AG,ALCN,Consumer Goods,Recreation & Electronics,Eyeglasses/Spectacles,USA,ALC,A,L,873669,100.0,Algoma Central Corporation,Canada
Kellanova,KGGGB,Consumer Goods,Food & Beverage,Breakfast Cereals,USA,K,A,L,297179,100.0,Kinross Gold Corporation,Canada
"TreeHouse Foods, Inc.",TRHOFO,Consumer Goods,Food & Beverage,Condiments/Sauces,USA,THS,A,L,108100399,100.0,Song Da - Thanh Hoa Joint Stock Company,Vietnam
"Somnigroup International, Inc.",TEMPED,Consumer Goods,Home & Household,Household/Institutional/Street Furniture,USA,TPX,A,L,574445756,100.0,TPXimpact Holdings plc,United Kingdom
Miniluxe  Inc.,RJJZBP,Consumer Goods,Personal Care & Beauty,Beauty/Personal Care,USA,MNLX,A,L,42185321,100.0,MiniLuxe Holding Corp.,United States
"Steelcase, Inc.",STLCSE,Consumer Goods,Home & Household,Office Furniture,USA,SCS,A,L,109554572,100.0,Stem Cells Spin S.A.,Poland
"The Real Good Food Co., Inc.",UOSTBE,Consumer Goods,Food & Beverage,Frozen Foods,USA,RGF,A,L,288639105,100.0,Rio Grande Forestal (RIVERFOREST) S.A.,Ecuador
"Beeline Holdings, Inc.",EUOOBB,Consumer Goods,Food & Beverage,Distilling,USA,EAST,A,L,622913467,100.0,PT Eastparc Hotel Tbk,Indonesia
Miami Breeze Car Care Inc.,EGODGJ,Consumer Goods,Personal Care & Beauty,Detergent/Cleaning Products,USA,,A,L,1674439419,99.96,Miami Breeze Car Care Inc.,United States
"Truett-Hurst, Inc.",TRTHZT,Consumer Goods,Food & Beverage,Wine,USA,,A,L,206672575,99.96,"Truett-Hurst, Inc.",United States
"Tattooed Chef, Inc.",EZGIKM,Consumer Goods,Food & Beverage,Vegetarian Food Products,USA,TTCFQ,A,L,528893822,99.96,"Tattooed Chef, Inc.",United States
"PCS Edventures!, Inc.",PCSEDV,Consumer Goods,Recreation & Electronics,Toys/Games,USA,PCSV,A,L,747511,99.96,"PCS Edventures!, Inc.",United States
U.S. Premium Beef LLC,USPRMB,Consumer Goods,Food & Beverage,Meat Processing,USA,USBFU,A,L,5926740,99.96,"U. S. Premium Beef, LLC",United States
"Hempacco Co., Inc.",HRNGQO,Consumer Goods,Tobacco & Cannabis,Cigarettes,USA,,A,L,1775511897,99.95,"Hempacco Co., Inc.",United States
"Smart for Life, Inc.",KWXRKI,Consumer Goods,Food & Beverage,Functional Foods,USA,,A,L,542818360,99.95,"Smart for Life, Inc.",United States
Tupperware Brands Corp.,TUPCRP,Consumer Goods,Home & Household,Houseware,USA,TUPBQ,A,L,347586,99.95,Tupperware Brands Corporation,United States
Brown-Forman Corp.,BRNFRM,Consumer Goods,Food & Beverage,Distilling,USA,BF.A,A,L,256839,99.95,Brown-Forman Corporation,United States
"Ascend Wellness Holdings, Inc.",GQIFFJ,Consumer Goods,Tobacco & Cannabis,Marijuana Products,USA,AAWH,A,L,588609219,99.95,"Ascend Wellness Holdings, Inc.",United States
"McRae Industries, Inc.",MCRA,Consumer Goods,Apparel & Textiles,Footwear,USA,MCRAA,A,L,288300,99.95,"McRae Industries, Inc.",United States
"Armstrong Flooring, Inc.",QUTIGA,Consumer Goods,Home & Household,Floor Coverings,USA,,A,L,309250887,99.95,"Armstrong Flooring, Inc.",United States
RiceBran Technologies,ALLNCN,Consumer Goods,Food & Beverage,Rice Products,USA,,A,L,1340590,99.95,RiceBran Technologies,United States
Smithfield Foods Inc,SMFODS,Consumer Goods,Food & Beverage,Meat Processing,USA,,A,L,303885,99.95,"Smithfield Foods, Inc.",United States
"Leafly Holdings, Inc.",LFLYH,Consumer Goods,Tobacco & Cannabis,Marijuana Products,USA,,A,L,228613419,99.95,"Leafly Holdings, Inc.",United States
"MedAvail Holdings, Inc.",MVNPOB,Consumer Goods,Dietary Supplements,Dietary/Nutritional Supplements,USA,MDVLQ,A,L,249180282,99.94,"MedAvail Holdings, Inc.",United States
"Amaze Holdings, Inc.",LBZGWP,Consumer Goods,Food & Beverage,Wine,USA,,A,L,1758310582,99.94,"Amaze Holdings, Inc.",United States
"Delta Apparel, Inc.",DLTAPP,Consumer Goods,Apparel & Textiles,Clothing,USA,DLAPQ,A,L,527748,99.94,"Delta Apparel, Inc.",United States
Verano Holdings Corp.,RWHGZZ,Consumer Goods,Tobacco & Cannabis,Marijuana Products,USA,,A,L,322580786,99.94,Verano Holdings Corp.,United States
"Forward Industries, Inc.",FORDI,Consumer Goods,Home & Household,Houseware,USA,FORD,A,L,356043,99.93,"Forward Industries, Inc.",United States
Jewett-Cameron Trading Co. Ltd.,JEWEC,Consumer Goods,Home & Household,Home Improvement Products,USA,JCTCF,A,L,387744,99.93,Jewett-Cameron Trading Company Ltd.,United States
"Interactive Strength, Inc.",BTOPXP,Consumer Goods,Other Consumer Goods,Sports Goods,USA,,A,L,633087980,99.93,Interactive Strength Inc.,United States
"Sow Good, Inc.",NTEFIV,Consumer Goods,Food & Beverage,Food Products,USA,,A,L,104428055,99.93,Sow Good Inc.,United States
Skunk Brothers Spirits Inc.,SKUBSI,Consumer Goods,Food & Beverage,Distilling,USA,,A,L,702494298,99.93,Skunk Brothers Spirits Inc.,United States
Cabbacis Inc.,USCBJU,Consumer Goods,Tobacco & Cannabis,Tobacco Products,USA,,A,L,1855575909,99.92,Cabbacis Inc.,United States
"Moving iMage Technologies, Inc.",MVNITL,Consumer Goods,Recreation & Electronics,Photographic Equipment,USA,,A,L,640491658,99.92,"Moving iMage Technologies, Inc.",United States
