CompanyName-fss,CompanyCode-fss,Sector,SubSector,Industry,Region,Ticker,Status,ListStatus,SPCIQ_ID,link_score,CompanyName-sp,Country
"Torrid Holdings, Inc.",TRRID,Retail,Clothing & Fashion Retail,Clothing Retail,USA,CURV,A,L,717722383,100.0,Torrid Holdings Inc.,United States
Amexdrug Corp.,HARP,Retail,Wholesale & Distribution,Pharmaceutical/Medical Products Wholesalers,USA,AXRX,A,L,277443,100.0,Amexdrug Corporation,United States
RH,RESHAR,Retail,E-commerce,Furniture/Home Furnishings Retailing,USA,RH,A,L,33797,100.0,RH,United States
"Newegg Commerce, Inc.",DHMDSL,Retail,E-commerce,Etailing,USA,NEGG,A,L,6463012,100.0,"Newegg Commerce, Inc.",United States
"Ross Stores, Inc.",ROSTI,Retail,Clothing & Fashion Retail,Clothing Retail,USA,ROST,A,L,33926,100.0,"Ross Stores, Inc.",United States
"GigaCloud Technology, Inc.",CTREEI,Retail,E-commerce,E-commerce,USA,GCT,A,L,1789177587,100.0,GigaCloud Technology Inc.,United States
"Cheetah Net Supply Chain Service, Inc.",ABUKGG,Retail,Wholesale & Distribution,Automobile/Automobile Part Wholesalers,USA,CTNT,A,L,1832549592,100.0,Cheetah Net Supply Chain Service Inc.,United States
"Boot Barn Holdings, Inc.",BTOOBR,Retail,Clothing & Fashion Retail,Shoe Retailing,USA,BOOT,A,L,266797777,100.0,"Boot Barn Holdings, Inc.",United States
"Tillys, Inc.",TILLYZ,Retail,Clothing & Fashion Retail,Clothing Retail,USA,TLYS,A,L,4307505,100.0,"Tilly's, Inc.",United States
"Pineapple, Inc.",GLLRSV,Retail,Specialty Retail,Marijuana Retailing,USA,PNPL,A,L,309972156,100.0,"Pineapple, Inc.",United States
"Digital Brands Group, Inc.",JHKOUP,Retail,Clothing & Fashion Retail,Clothing Retail,USA,DBGI,A,L,289122806,100.0,"Digital Brands Group, Inc.",United States
Bravada International Ltd.,SPTEKI,Retail,Clothing & Fashion Retail,Clothing Retail,USA,BRAV,A,L,403961,100.0,BRAVADA International Ltd,United States
"Maison Solutions, Inc.",RPBVLC,Retail,Grocery & Food Retail,Food Retailing,USA,MSS,A,L,1838372683,100.0,Maison Solutions Inc.,United States
"Get Real USA, Inc.",MCHAMM,Retail,Electronics & Appliance Retail,Electronics/Appliance Retailing,USA,GTRL,A,L,3156663,100.0,"Get Real USA, Inc.",United States
Spirits Capital Corp.,CAPBEV,Retail,Grocery & Food Retail,Food/Beverage Wholesalers,USA,SSCC,A,L,374033,100.0,Spirits Capital Corporation,United States
"Pick-Ups Plus, Inc.",PKUPPL,Retail,Auto Retail,New Car Dealing,USA,PUPS,A,L,747509,100.0,"Pick-Ups Plus, Inc.",United States
"thredUP, Inc.",PWUTSL,Retail,Clothing & Fashion Retail,Clothing Retail,USA,TDUP,A,L,98730515,100.0,ThredUp Inc.,United States
"ContextLogic, Inc.",UEJDFL,Retail,E-commerce,Etailing,USA,LOGC,A,L,127912549,100.0,ContextLogic Holdings Inc.,United States
"California Style Palms, Inc.",PRMCON,Retail,Specialty Retail,Jewelry Retailing,USA,CFPI,A,L,13227390,100.0,"California Style Palms, Inc.",United States
"Sunstock, Inc.",BSZDYP,Retail,Department & Discount,Discount Goods Retailing,USA,SSOK,A,L,245452324,100.0,"Sunstock, Inc.",United States
"PriceSmart, Inc.",PRCEMT,Retail,Department & Discount,Shopping Malls/Superstores,USA,PSMT,A,L,377097,100.0,"PriceSmart, Inc.",United States
"Petco Health & Wellness Company, Inc.",WLPET,Retail,Specialty Retail,Pets/Pet Supplies Retailing,USA,WOOF,A,L,696961387,100.0,"Petco Health and Wellness Company, Inc.",United States
"bebe stores, inc.",BEBE,Retail,Clothing & Fashion Retail,Clothing Retail,USA,BEBE,A,L,1957267342,100.0,TGE Value Creative Solutions Corp,France
"Maplebear, Inc.",EVXSOV,Retail,Grocery & Food Retail,Food Retailing,USA,CART,A,L,223421317,100.0,Maplebear Inc.,United States
"Gap, Inc.",GAPSTR,Retail,Clothing & Fashion Retail,Clothing Retail,USA,GAP,A,L,274265,100.0,"The Gap, Inc.",United States
a.k.a. Brands Holding Corp.,NAPQDA,Retail,Clothing & Fashion Retail,Clothing Retail,USA,AKA,A,L,1679126434,100.0,a.k.a. Brands Holding Corp.,United States
"The RealReal, Inc.",PHTIRF,Retail,Specialty Retail,Used Merchandise Retailing,USA,REAL,A,L,159488957,100.0,"The RealReal, Inc.",United States
"Stitch Fix, Inc.",STTFXU,Retail,Clothing & Fashion Retail,Clothing Retail,USA,SFIX,A,L,142659894,100.0,"Stitch Fix, Inc.",United States
"Allbirds, Inc.",TFVYFU,Retail,Clothing & Fashion Retail,Shoe Retailing,USA,BIRD,A,L,325985484,100.0,"Allbirds, Inc.",United States
